ID,Response
50883.0,0.5080655458507256
50884.0,0.3913243457703444
50885.0,0.47933118304010053
50886.0,0.4936495401376771
50887.0,0.4424829365005764
50888.0,0.4358859192329187
50889.0,0.47809143392921
50890.0,0.41376040738096814
50891.0,0.4447393573919293
50892.0,0.47782315501214995
50893.0,0.09984344205256025
50894.0,0.4816702448667224
50895.0,0.47933118304010053
50896.0,0.2657550453180197
50897.0,0.5409869972671424
50898.0,0.3783286138853716
50899.0,0.47809143392921
50900.0,0.3915804784164126
50901.0,0.37720472593253274
50902.0,0.4992748512214493
50903.0,0.37558477778654614
50904.0,0.4516503232094111
50905.0,0.18189633109130282
50906.0,0.4146637327408805
50907.0,0.5371571159191066
50908.0,0.5522236314755407
50909.0,0.09360130009801343
50910.0,0.10390564182256264
50911.0,0.4750802576897218
50912.0,0.4576286458874802
50913.0,0.43020173924384175
50914.0,0.3334802591855114
50915.0,0.28564854604720646
50916.0,0.11889503399299055
50917.0,0.5388871599708666
50918.0,0.486516959194745
50919.0,0.1558559527632024
50920.0,0.5070826983573655
50921.0,0.5388871599708666
50922.0,0.4757681584620679
50923.0,0.46398125591111006
50924.0,0.4253627879423084
50925.0,0.33996737493609175
50926.0,0.5091765999033877
50927.0,0.5024814255835671
50928.0,0.47809143392921
50929.0,0.102823258800953
50930.0,0.5165764384758067
50931.0,0.4304470892198364
50932.0,0.362090195685845
50933.0,0.4276070370466075
50934.0,0.11622800744842224
50935.0,0.34593762427823777
50936.0,0.43033153736498764
50937.0,0.38351741724942284
50938.0,0.47809143392921
50939.0,0.40218481888576646
50940.0,0.5304916765514031
50941.0,0.5022126301675711
50942.0,0.5024814255835671
50943.0,0.48944860251235534
50944.0,0.46220001232784436
50945.0,0.45958715797553423
50946.0,0.48450973853163015
50947.0,0.29114529448169146
50948.0,0.47809143392921
50949.0,0.4582920975104749
50950.0,0.395762116818735
50951.0,0.44911776363708406
50952.0,0.5001532095905888
50953.0,0.48201375099798954
50954.0,0.5371571159191066
50955.0,0.5304916765514031
50956.0,0.38351741724942284
50957.0,0.41180831433772497
50958.0,0.10328246559051346
50959.0,0.4454800336922489
50960.0,0.47809143392921
50961.0,0.45305750676087664
50962.0,0.4011411180611661
50963.0,0.5371571159191066
50964.0,0.46193275816570817
50965.0,0.10768910501346621
50966.0,0.48477828633016484
50967.0,0.4929980991237776
50968.0,0.4276070370466075
50969.0,0.3819403955897608
50970.0,0.5221361017412802
50971.0,0.42389308042392887
50972.0,0.5282988594728768
50973.0,0.47782315501214995
50974.0,0.5099963212458365
50975.0,0.49719506220739507
50976.0,0.48477828633016484
50977.0,0.26358378533477855
50978.0,0.5462376796884947
50979.0,0.5255450053595296
50980.0,0.4992748512214493
50981.0,0.4557303090738721
50982.0,0.4594494147919713
50983.0,0.47809143392921
50984.0,0.27409952922085856
50985.0,0.48450973853163015
50986.0,0.4393416494751654
50987.0,0.3586307627155531
50988.0,0.37695217063365244
50989.0,0.48450973853163015
50990.0,0.5389051609095077
50991.0,0.46601555100434977
50992.0,0.48201375099798954
50993.0,0.5690308378457543
50994.0,0.4510070128104815
50995.0,0.509977617995621
50996.0,0.4358859192329187
50997.0,0.5386199734174364
50998.0,0.3851644138423413
50999.0,0.5165764384758067
51000.0,0.5522236314755407
51001.0,0.4176889190392327
51002.0,0.505970751383905
51003.0,0.5304916765514031
51004.0,0.38351741724942284
51005.0,0.3601100371489571
51006.0,0.4276070370466075
51007.0,0.4781568335704121
51008.0,0.48477828633016484
51009.0,0.48477828633016484
51010.0,0.47809143392921
51011.0,0.4573991336747751
51012.0,0.10734000643595085
51013.0,0.509977617995621
51014.0,0.5282988594728768
51015.0,0.39152657095779064
51016.0,0.37720472593253274
51017.0,0.3623385843847599
51018.0,0.5030326303902365
51019.0,0.2943520550103085
51020.0,0.4311146727397691
51021.0,0.46419176027740666
51022.0,0.486516959194745
51023.0,0.3722821427068783
51024.0,0.5099963212458365
51025.0,0.48853641051071217
51026.0,0.46601555100434977
51027.0,0.47809143392921
51028.0,0.45736178707568664
51029.0,0.30551611197595197
51030.0,0.1369722089296569
51031.0,0.4176889190392327
51032.0,0.42346395937106585
51033.0,0.4510070128104815
51034.0,0.47809143392921
51035.0,0.5304916765514031
51036.0,0.486516959194745
51037.0,0.4641121942309868
51038.0,0.37558477778654614
51039.0,0.4757681584620679
51040.0,0.46193275816570817
51041.0,0.42977099597603885
51042.0,0.3902094294225581
51043.0,0.28279953314575174
51044.0,0.5388871599708666
51045.0,0.46419176027740666
51046.0,0.102823258800953
