ID,Response
50883,0.4948875654220425
50884,0.44198008327638133
50885,0.4684508853359436
50886,0.46209931811508803
50887,0.5096222088846961
50888,0.46209931811508803
50889,0.4556841677866378
50890,0.4521755322334078
50891,0.44869890664998535
50892,0.5506610125737559
50893,0.5230587146197349
50894,0.4148174892963848
50895,0.4874705527218457
50896,0.4150793771780184
50897,0.43357796869007004
50898,0.46064494896248237
50899,0.4261407621474699
50900,0.38182102281027436
50901,0.4507622798683876
50902,0.48930092510122103
50903,0.4053884045826937
50904,0.43112863253531797
50905,0.42993243851957064
50906,0.5385097908550108
50907,0.4215592861371089
50908,0.3830015789399921
50909,0.4218037509630524
50910,0.48681319190264044
50911,0.44564790936134924
50912,0.39261637956519524
50913,0.5385320119020789
50914,0.4886771820738696
50915,0.4200732202703913
50916,0.44849744735843405
50917,0.4556841677866378
50918,0.42385078422800626
50919,0.432836497233769
50920,0.42993243851957064
50921,0.4147566829643407
50922,0.4127435905542684
50923,0.44198008327638133
50924,0.4127445142943791
50925,0.4274834162575296
50926,0.43357796869007004
50927,0.5029574791066422
50928,0.5375337950989818
50929,0.46209931811508803
50930,0.4943703166284667
50931,0.5375337950989818
50932,0.5385097908550108
50933,0.44198008327638133
50934,0.4764434552522536
50935,0.4148174892963848
50936,0.43585830724081714
50937,0.46786119040739527
50938,0.5337542922571962
50939,0.47988602779955564
50940,0.43780909573004406
50941,0.5104966294541622
50942,0.44849744735843405
50943,0.39661320166315156
50944,0.46368838257633205
50945,0.48941269893518824
50946,0.441130137029387
50947,0.4148174892963848
50948,0.4332872987137849
50949,0.47481589374676947
50950,0.41888903965141666
50951,0.5053086121536319
50952,0.49948960994477015
50953,0.44849744735843405
50954,0.5571807865737353
50955,0.4874705527218457
50956,0.500823558137109
50957,0.07523196114153692
50958,0.4257883925897866
50959,0.43743322977804544
50960,0.5402094435230836
50961,0.4556841677866378
50962,0.5097638959210735
50963,0.534957325114754
50964,0.44849744735843405
50965,0.5747232370636949
50966,0.5506610125737559
50967,0.5053086121536319
50968,0.42993243851957064
50969,0.4150793771780184
50970,0.4200732202703913
50971,0.4261407621474699
50972,0.43357796869007004
50973,0.38727178181353067
50974,0.46064494896248237
50975,0.43357796869007004
50976,0.48291509077190453
50977,0.3830287960365848
50978,0.5097638959210735
50979,0.3604165621922381
50980,0.4521755322334078
50981,0.4556841677866378
50982,0.42993243851957064
50983,0.5096222088846961
50984,0.40435877682015176
50985,0.41238055379902316
50986,0.4604446417649434
50987,0.4443400530761018
50988,0.5323264533926602
50989,0.4400982091067548
50990,0.513439986787294
50991,0.4838713155481295
50992,0.41193601059244905
50993,0.33864292518110134
50994,0.43357796869007004
50995,0.5192152546975111
50996,0.3361804042953452
50997,0.44281317558935873
50998,0.3604165621922381
50999,0.4105746870690287
51000,0.42597685633288296
51001,0.4766264441459558
51002,0.4382112589383781
51003,0.4274834162575296
51004,0.49268687970999275
51005,0.4742621826057437
51006,0.4297783802575222
